customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
491eea54-042b-477e-bd0a-e5e654539db4,Female,0,Yes,No,39,No,Yes,No,No,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Mailed check,32.59,6550.34,Yes
11da8f87-04e7-4b8a-8c00-3f328fbd9ba6,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),41.73,3189.52,No
d65b7cb9-db0f-44f9-838a-6b65dc308624,Male,1,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No internet service,Two year,No,Mailed check,116.4,6575.89,Yes
4326163f-1b3b-4c5b-97ce-bb026bcfa115,Female,0,No,No,11,Yes,No,No,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,117.62,2191.05,Yes
0a9b56fe-8742-465b-a2b3-fd4a5a8de34f,Female,1,Yes,Yes,5,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),72.49,1176.54,No
9b8508db-8e35-425c-ba28-c379efe3671c,Male,1,No,No,21,No,No,DSL,No internet service,Yes,No,Yes,No internet service,No,Two year,Yes,Electronic check,26.9,4491.11,Yes
6e43f024-04c8-49aa-8195-f433baaa2bad,Male,1,No,Yes,16,No,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),96.95,2294.75,No
3c51594f-ae05-4336-94c1-6309cabcf0ca,Female,0,No,No,5,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),56.95,7953.18,No
ecf10184-77cb-47c8-a7c1-aa62ae191f2a,Male,0,Yes,Yes,54,No,Yes,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,58.53,3719.19,No
cad6084c-13b8-491f-8d36-878d82fa6de7,Female,0,Yes,Yes,71,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),101.17,5688.08,Yes
039424a8-3978-4e68-995d-bb4bf2ddfd1e,Male,0,No,Yes,63,Yes,No,No,No,No internet service,Yes,No internet service,No internet service,Yes,Two year,No,Credit card (automatic),102.98,4801.89,No
59372289-cb34-4373-b638-2ce4c989647e,Male,0,Yes,Yes,32,No,No,Fiber optic,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,62.64,3687.69,No
